"","city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"411","Lowell","Lowell","MA","Massachusetts",25017,"Middlesex",42.6389,-71.3217,110997,3149,"polygon",FALSE,TRUE,"America/New_York",2,"01851 01850 01852 01854 01853",1840000426
"412","Centennial","Centennial","CO","Colorado",8005,"Arapahoe",39.5926,-104.8674,110937,1448,"polygon",FALSE,TRUE,"America/Denver",2,"80122 80121 80112 80016 80015 80111 80155 80161",1840018792
"413","Elgin","Elgin","IL","Illinois",17089,"Kane",42.0385,-88.3229,110849,1141,"polygon",FALSE,TRUE,"America/Chicago",2,"60120 60123 60124 60121 60122",1840008134
"414","Richmond","Richmond","CA","California",6013,"Contra Costa",37.9477,-122.339,110567,1420,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"94530 94850 94801 94803 94804 94805 94806 94802 94807 94808",1840020277
"415","Broken Arrow","Broken Arrow","OK","Oklahoma",40143,"Tulsa",36.0365,-95.7809,110198,688,"polygon",FALSE,TRUE,"America/Chicago",2,"74014 74011 74012 74013",1840019059
"416","Miami Gardens","Miami Gardens","FL","Florida",12086,"Miami-Dade",25.9433,-80.2426,110001,2329,"polygon",FALSE,TRUE,"America/New_York",2,"33014 33169 33055 33056 33054 33269",1840015151
"417","Bend","Bend","OR","Oregon",41017,"Deschutes",44.0562,-121.3087,109802,1171,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"97702 97701 97703 97708 97709",1840018618
"418","Burlington","Burlington","VT","Vermont",50007,"Chittenden",44.4877,-73.2314,109763,1604,"polygon",FALSE,TRUE,"America/New_York",2,"05405 05401 05408 05406",1840002310
"419","Jurupa Valley","Jurupa Valley","CA","California",6065,"Riverside",34.001,-117.4705,109527,984,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92509 91752 92519",1840043419
"420","Sandy Springs","Sandy Springs","GA","Georgia",13121,"Fulton",33.9366,-84.3703,109452,1122,"polygon",FALSE,TRUE,"America/New_York",2,"30339 30350 30327 30328 30342 30358 31150 31156",1840015609
"421","Gresham","Gresham","OR","Oregon",41051,"Multnomah",45.5023,-122.4413,109381,1808,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"97030 97233 97230 97080",1840019939
"422","Lewisville","Lewisville","TX","Texas",48121,"Denton",33.0452,-96.9823,109212,1148,"polygon",FALSE,TRUE,"America/Chicago",2,"75067 75056 75057 75077 75065 75029",1840020639
"423","Hillsboro","Hillsboro","OR","Oregon",41067,"Washington",45.5272,-122.9361,109128,1640,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"97006 97123 97124 97129",1840019932
"424","San Buenaventura","San Buenaventura","CA","California",6111,"Ventura",34.2741,-119.2314,109106,1925,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"93004 93001 93003 93002 93005 93006 93007 93009",1840037414
"425","Jacksonville","Jacksonville","NC","North Carolina",37133,"Onslow",34.7288,-77.3941,108856,574,"polygon",FALSE,TRUE,"America/New_York",2,"28546 28547 28543 28540 28541 28542 28545",1840014653
"426","Pottstown","Pottstown","PA","Pennsylvania",42091,"Montgomery",40.2507,-75.6444,108758,1798,"polygon",FALSE,TRUE,"America/New_York",2,"19464",1840001373
"427","Inglewood","Inglewood","CA","California",6037,"Los Angeles",33.9566,-118.3444,108151,4604,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"90305 90304 90303 90302 90301 90306 90307 90308 90309 90311 90312",1840019237
"428","League City","League City","TX","Texas",48167,"Galveston",29.4873,-95.1087,107536,809,"polygon",FALSE,TRUE,"America/Chicago",2,"77573 77598 77511 77539 77565 77574 77592",1840020973
"429","Eau Claire","Eau Claire","WI","Wisconsin",55035,"Eau Claire",44.8199,-91.4949,107404,812,"polygon",FALSE,TRUE,"America/Chicago",2,"54703 54701 54702",1840002296
"430","Turlock","Turlock","CA","California",6099,"Stanislaus",37.5053,-120.8588,107317,1679,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95380 95382 95381",1840021533
"431","Temple","Temple","TX","Texas",48027,"Bell",31.1076,-97.3894,107258,429,"polygon",FALSE,TRUE,"America/Chicago",2,"76501 76502 76504 76508 76533",1840022154
"432","Sioux City","Sioux City","IA","Iowa",19193,"Woodbury",42.4959,-96.3901,106455,545,"polygon",FALSE,TRUE,"America/Chicago",2,"51106 51104 51105 51103 51101 51108 51109 51111",1840000447
"433","Salisbury","Salisbury","MD","Maryland",24045,"Wicomico",38.3756,-75.5867,106447,927,"polygon",FALSE,TRUE,"America/New_York",2,"21802 21804 21801",1840006219
"434","Davie","Davie","FL","Florida",12011,"Broward",26.0789,-80.287,106306,1175,"polygon",FALSE,TRUE,"America/New_York",2,"33324 33325 33331 33330 33328 33317 33314 33355",1840017272
"435","Daly City","Daly City","CA","California",6081,"San Mateo",37.6862,-122.4685,106280,5370,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"94015 94014 94016 94017",1840018926
"436","Highlands Ranch","Highlands Ranch","CO","Colorado",8035,"Douglas",39.5419,-104.9708,105631,1680,"polygon",FALSE,FALSE,"America/Denver",2,"80129 80126 80130 80163",1840028579
"437","Allen","Allen","TX","Texas",48085,"Collin",33.1088,-96.6735,105623,1544,"polygon",FALSE,TRUE,"America/Chicago",2,"75002 75013",1840019396
"438","West Covina","West Covina","CA","California",6037,"Los Angeles",34.0555,-117.9112,105101,2529,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"91792 91791 91790 91793",1840021876
"439","Sparks","Sparks","NV","Nevada",32031,"Washoe",39.5729,-119.7157,105006,1131,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"89436 89434 89431 89432 89435 89437",1840021337
"440","Wichita Falls","Wichita Falls","TX","Texas",48485,"Wichita",33.9072,-98.5291,104683,561,"polygon",FALSE,TRUE,"America/Chicago",2,"76308 76310 76311 76309 76306 76305 76302 76301 76307",1840021923
"441","San Mateo","San Mateo","CA","California",6081,"San Mateo",37.5521,-122.3122,104430,3312,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"94404 94401 94402 94403 94497",1840021551
"442","Columbia","Columbia","MD","Maryland",24027,"Howard",39.2004,-76.859,103991,1257,"polygon",FALSE,FALSE,"America/New_York",2,"21044 21045 21046 21029 20588 21150",1840005803
"443","Norwalk","Norwalk","CA","California",6037,"Los Angeles",33.9069,-118.0829,103949,4133,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"90650 90651 90652",1840020501
"444","Rialto","Rialto","CA","California",6071,"San Bernardino",34.1174,-117.3894,103526,1665,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92316 92376 92377",1840020407
"445","Manteca","Manteca","CA","California",6077,"San Joaquin",37.7927,-121.2264,103420,1498,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95337 95336",1840020265
"446","Arden-Arcade","Arden-Arcade","CA","California",6067,"Sacramento",38.6034,-121.381,102864,2235,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95864 95821 95825 95608 95860 95865 95866",1840036690
"447","El Cajon","El Cajon","CA","California",6073,"San Diego",32.8017,-116.9605,102708,2732,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92020 92021 92019",1840020618
"448","Burbank","Burbank","CA","California",6037,"Los Angeles",34.1879,-118.3235,102511,2285,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"91506 91504 91505 91502 91501 91503 91507 91508 91510 91521 91522 91523 91526",1840019233
"449","Longmont","Longmont","CO","Colorado",8013,"Boulder",40.1686,-105.1005,102474,1306,"polygon",FALSE,TRUE,"America/Denver",2,"80501 80503 80504",1840020178
"450","Renton","Renton","WA","Washington",53033,"King",47.4784,-122.1919,101751,1676,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"98059 98058 98057 98056 98055",1840019827
"451","Vista","Vista","CA","California",6073,"San Diego",33.1896,-117.2386,101638,2093,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92084 92083 92081 92085",1840021994
"452","Logan","Logan","UT","Utah",49005,"Cache",41.74,-111.8419,101616,1126,"polygon",FALSE,TRUE,"America/Denver",2,"84321 84341 84322",1840020108
"453","Prescott Valley","Prescott Valley","AZ","Arizona",4025,"Yavapai",34.5983,-112.3176,101539,439,"polygon",FALSE,TRUE,"America/Phoenix",2,"86327 86315 86314 86312",1840021772
"454","Vacaville","Vacaville","CA","California",6095,"Solano",38.359,-121.968,101444,1330,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95687 95688",1840021498
"455","Edinburg","Edinburg","TX","Texas",48215,"Hidalgo",26.3197,-98.1596,101170,873,"polygon",FALSE,TRUE,"America/Chicago",2,"78539 78542 78541 78540",1840021020
"456","Carmel","Carmel","IN","Indiana",18057,"Hamilton",39.965,-86.146,101068,795,"polygon",FALSE,TRUE,"America/Indiana/Indianapolis",2,"46290 46032 46033 46280 46082",1840007260
"457","Spokane Valley","Spokane Valley","WA","Washington",53063,"Spokane",47.6626,-117.2346,101060,1034,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"99206 99016 99212 99216 99037 99211 99213 99215",1840021094
"458","San Angelo","San Angelo","TX","Texas",48451,"Tom Green",31.4424,-100.4506,101004,653,"polygon",FALSE,TRUE,"America/Chicago",2,"76905 76904 76901 76903 76908 76886 76902 76906 76909",1840022146
"459","La Crosse","La Crosse","WI","Wisconsin",55063,"La Crosse",43.824,-91.2268,100693,911,"polygon",FALSE,TRUE,"America/Chicago",2,"54601 54603 54602",1840002577
"460","Idaho Falls","Idaho Falls","ID","Idaho",16019,"Bonneville",43.4872,-112.0362,100442,1011,"polygon",FALSE,TRUE,"America/Boise",2,"83401 83402 83404 83415",1840018644
"461","Holland","Holland","MI","Michigan",26139,"Ottawa",42.7677,-86.0985,100432,768,"polygon",FALSE,TRUE,"America/Detroit",2,"49423 49422",1840002996
"462","Charlottesville","Charlottesville","VA","Virginia",51540,"Charlottesville",38.0375,-78.4855,100416,1781,"polygon",FALSE,TRUE,"America/New_York",2,"22901 22902 22903 22905 22906 22909",1840001678
"463","Longview","Longview","TX","Texas",48183,"Gregg",32.5193,-94.7621,100330,565,"polygon",FALSE,TRUE,"America/Chicago",2,"75602 75601 75605 75604 75606 75608 75615 75660",1840020746
"464","Tracy","Tracy","CA","California",6077,"San Joaquin",37.7269,-121.4522,100049,1412,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95377 95376 95304",1840021518
