"","X","Date","AveragePrice","Total.Volume","X4046","X4225","X4770","Total.Bags","Small.Bags","Large.Bags","XLarge.Bags","type","year","region"
"18189",11,"2018-01-07",1.49,11148.12,842.57,815.93,0,9489.62,7538.34,1951.28,0,"organic",2018,"StLouis"
"5892",10,"2017-10-22",1.5,90910.72,24441.32,39988.75,61.44,26419.21,21739.67,4679.54,0,"conventional",2017,"BuffaloRochester"
"11244",37,"2015-04-12",1.65,8205.75,4230.7,3803.44,0,171.61,171.61,0,0,"organic",2015,"Sacramento"
"13187",5,"2016-11-20",1.6,2157.46,6.44,17.68,0,2133.34,2113.34,20,0,"organic",2016,"MiamiFtLauderdale"
"2160",27,"2015-06-21",0.94,594488.41,368402.91,163855.72,16575.72,45654.06,41075.95,4578.11,0,"conventional",2015,"SanDiego"
"10796",5,"2015-11-22",1.55,4698.19,400.4,1708.91,40.49,2548.39,93.11,2455.28,0,"organic",2015,"Philadelphia"
"7704",20,"2017-08-13",1.38,109713,26240.62,40274.6,137.22,43060.56,36751.94,4721.95,1586.67,"conventional",2017,"Roanoke"
"13680",30,"2016-05-29",1.47,19187.81,5317.34,11017.55,0,2852.92,415.23,2437.69,0,"organic",2016,"PhoenixTucson"
"15804",2,"2017-12-17",1.61,2498.65,48.7,519.43,2.5,1928.02,1901.37,26.65,0,"organic",2017,"Jacksonville"
"9966",7,"2015-11-08",1.99,1162.68,165.99,263.8,11.95,720.94,648.49,72.45,0,"organic",2015,"HarrisburgScranton"
"5040",47,"2016-01-31",1.27,805039.06,236160.56,431120.43,57834.69,79923.38,79401.44,382.4,139.54,"conventional",2016,"SanFrancisco"
"6036",48,"2017-01-29",1.33,213609.12,48872.88,86135.67,9146.99,69453.58,58828.73,9630.41,994.44,"conventional",2017,"Charlotte"
"11512",45,"2015-02-15",1.39,77922.66,32655.36,7467.65,0,37799.65,37376.67,422.98,0,"organic",2015,"SouthCentral"
"10614",31,"2015-05-24",2.17,18746.25,3933.46,9577.45,417.36,4817.98,4817.98,0,0,"organic",2015,"NewYork"
"14843",48,"2017-01-29",1.53,7330.86,1102.57,4181.73,0,2046.56,5.58,2040.98,0,"organic",2017,"Atlanta"
"11674",51,"2015-01-04",1.8,3597.07,1552.48,1521.26,0,523.33,523.33,0,0,"organic",2015,"StLouis"
"1316",15,"2015-09-13",1.09,2814803.06,574792.78,1444401.99,182702.62,612905.67,548306.36,61850.13,2749.18,"conventional",2015,"Midsouth"
"8788",9,"2018-01-21",1.13,4022549.75,834676.76,1528592.15,23691.17,1635589.67,1400848.71,232308.25,2432.71,"conventional",2018,"Midsouth"
"2450",5,"2015-11-22",1.12,56013.43,17535.51,21806.06,2671.75,14000.11,14000.11,0,0,"conventional",2015,"Spokane"
"10217",50,"2015-01-11",1.91,1248.89,978.49,24.55,5.85,240,240,0,0,"organic",2015,"Jacksonville"
"16106",39,"2017-04-02",1.67,129499.97,4585.96,58475.37,2227.82,64210.82,36145.43,28065.39,0,"organic",2017,"Midsouth"
"9159",32,"2015-05-17",1.87,1881.08,19.51,213.43,0,1648.14,1648.14,0,0,"organic",2015,"Albany"
"17929",3,"2018-03-04",1.39,7466.34,521.04,142.08,0,6803.22,6275.55,527.67,0,"organic",2018,"NewOrleansMobile"
"4395",26,"2016-06-26",1.28,497816.81,63778.16,323719.54,20456.9,89862.21,85807.21,0,4055,"conventional",2016,"NorthernNewEngland"
"1020",31,"2015-05-24",1.29,168797.97,19662.17,92856.9,14814.07,41464.83,26023.27,12630.31,2811.25,"conventional",2015,"Indianapolis"
"7026",31,"2017-05-28",0.97,282671.14,149461.62,7592.89,149.22,125467.41,85799.73,37474.7,2192.98,"conventional",2017,"Nashville"
"17103",29,"2017-06-11",1.61,14897.51,567.58,4048.33,139.47,10142.13,7496.73,2645.4,0,"organic",2017,"SouthCarolina"
"2200",15,"2015-09-13",1.53,603840.95,110779.86,367833.98,48322.55,76904.56,76151.26,734.16,19.14,"conventional",2015,"SanFrancisco"
"13363",25,"2016-07-03",1.18,3290.05,421.33,11.44,0,2857.28,2830.61,26.67,0,"organic",2016,"NewOrleansMobile"
"6708",31,"2017-05-28",1.43,181588.22,96509.06,15848.55,115.43,69115.18,35449.21,33245.97,420,"conventional",2017,"Jacksonville"
"4975",34,"2016-05-01",0.68,679213.01,221162.07,221265.53,23602.94,213182.47,57334.52,155614.62,233.33,"conventional",2016,"SanDiego"
"11282",23,"2015-07-19",1.85,9159.44,2480.07,6332.4,0,346.97,346.97,0,0,"organic",2015,"SanDiego"
"17446",1,"2017-12-24",1.64,1179930.12,103199.55,247166.08,1143.57,828217.63,700331.83,127746.86,138.94,"organic",2017,"TotalUS"
"13740",38,"2016-04-03",1.43,1015.29,99.42,322.24,0,593.63,590.15,3.48,0,"organic",2016,"Pittsburgh"
"11821",42,"2015-03-08",1.49,783913.05,253078.17,327972.28,5658.7,197203.9,169302.64,27901.26,0,"organic",2015,"TotalUS"
"16077",10,"2017-10-22",1.8,168429.18,2401.85,39858.54,607.05,125561.74,115932.33,9629.41,0,"organic",2017,"Midsouth"
"10602",19,"2015-08-16",2.3,16293.09,2843.86,11396.1,789.75,1263.38,1242.18,21.2,0,"organic",2015,"NewYork"
"2444",51,"2015-01-04",0.98,3204112.16,2296069.27,320373.63,18938.42,568730.84,287820.14,280910.7,0,"conventional",2015,"Southeast"
"5916",34,"2017-05-07",1.71,174746.25,1772.26,87260.23,209.65,85504.11,84212.76,1291.35,0,"conventional",2017,"BuffaloRochester"
"10340",17,"2015-08-30",1.44,2648.03,58.75,1634.78,0,954.5,273.34,681.16,0,"organic",2015,"Louisville"
"1483",26,"2015-06-28",1.36,1284789.44,17714.92,917010.98,3347.48,346716.06,266450.36,80224.13,41.57,"conventional",2015,"NewYork"
"14009",47,"2016-01-31",1.33,6019.01,98.48,3346.91,0,2573.62,794.41,1779.21,0,"organic",2016,"Roanoke"
"11830",51,"2015-01-04",1.46,612910.15,233286.13,216611.2,4370.99,158641.83,115068.71,43573.12,0,"organic",2015,"TotalUS"
"8911",0,"2018-03-25",1.06,658169.39,75837.48,304991.92,14300.89,263039.1,166273.14,96427.92,338.04,"conventional",2018,"Portland"
"11621",50,"2015-01-11",1.38,4780.87,1159.37,3192.62,1.83,427.05,140,287.05,0,"organic",2015,"Spokane"
"6111",17,"2017-09-03",1.72,212627.84,4651.19,73801.87,817.07,133357.71,28780.49,104144.22,433,"conventional",2017,"CincinnatiDayton"
"10851",8,"2015-11-01",1.7,8638.12,7091.78,1301.83,0,244.51,238.92,5.59,0,"organic",2015,"PhoenixTucson"
"16506",15,"2017-09-17",1.82,12009.4,3712.48,307.14,0,7989.78,7976.99,12.79,0,"organic",2017,"PhoenixTucson"
"17979",5,"2018-02-18",1.57,9465.72,281.04,1239.92,0,7944.76,6697.78,1246.98,0,"organic",2018,"Orlando"
"10742",3,"2015-12-06",1.85,2811.06,1961.6,52.79,0,796.67,796.67,0,0,"organic",2015,"Orlando"
"1791",22,"2015-07-26",1.43,68936.46,1421.76,40238.45,1088.54,26187.71,20545.66,5642.05,0,"conventional",2015,"Pittsburgh"
"10041",30,"2015-05-31",2.24,3193.41,274.09,2489.29,18.36,411.67,411.67,0,0,"organic",2015,"HartfordSpringfield"
"4500",27,"2016-06-19",1.46,421529.12,14408.27,245061.91,18156.09,143902.85,132625.62,8901.2,2376.03,"conventional",2016,"Philadelphia"
"6146",52,"2017-01-01",0.64,329279.29,2646.83,130250.6,2530.91,193850.95,30669.35,163180.08,1.52,"conventional",2017,"CincinnatiDayton"
"17484",39,"2017-04-02",1.42,1492167.41,183101.86,430841.87,3767.76,874455.92,557296.92,317159,0,"organic",2017,"TotalUS"
"6392",33,"2017-05-14",1.87,151273.21,1659.83,68015.22,33883.15,47715.01,35585.87,6715.5,5413.64,"conventional",2017,"GrandRapids"
"18053",7,"2018-02-04",2.25,14635.63,82.78,5175.05,151.37,9226.43,9000.42,226.01,0,"organic",2018,"RaleighGreensboro"
"12936",14,"2016-09-18",1.96,2874.38,242.62,1484.61,0,1147.15,514.7,632.45,0,"organic",2016,"Indianapolis"
"15865",10,"2017-10-22",1.83,7131.28,1255.39,358.12,0,5517.77,5486.54,31.23,0,"organic",2017,"LasVegas"
"17802",8,"2018-01-28",1.49,21849.91,409.5,280.03,19.17,21141.21,21137.86,3.35,0,"organic",2018,"HarrisburgScranton"
"8978",7,"2018-02-04",0.88,858101.65,311038.84,318396.18,23719.23,204947.4,193681.96,8547.66,2717.78,"conventional",2018,"SanDiego"
"5086",41,"2016-03-13",0.94,712808.08,71766.68,189254.12,10517.64,441269.64,440777.16,139.46,353.02,"conventional",2016,"Seattle"
"16519",28,"2017-06-18",1.97,9720.05,3206.8,3475.47,0,3037.78,1052.43,1985.35,0,"organic",2017,"PhoenixTucson"
"609",36,"2015-04-19",0.8,1137811.87,735235.09,284292.72,16013.68,102270.38,89209.96,13055.16,5.26,"conventional",2015,"DallasFtWorth"
"16964",49,"2017-01-22",1.73,10842.77,2019.23,6869.87,0,1953.67,626.78,1326.89,0,"organic",2017,"SanDiego"
"13591",45,"2016-02-14",1.69,4079.97,2474.96,47.52,0,1557.49,1557.49,0,0,"organic",2016,"Orlando"
"14074",8,"2016-10-30",2.74,8933.54,1854.17,6533.7,0,545.67,545.67,0,0,"organic",2016,"SanDiego"
"6379",20,"2017-08-13",1.7,125212.99,3912.7,48945.22,30208.75,42146.32,29466.86,3459.77,9219.69,"conventional",2017,"GrandRapids"
"9544",1,"2015-12-20",1.58,22452.3,730.65,21574.99,0,146.66,143.33,3.33,0,"organic",2015,"Chicago"
"1174",29,"2015-06-07",0.84,3261844.41,2356669.17,447751.9,71705.74,385717.6,367627.51,14651.88,3438.21,"conventional",2015,"LosAngeles"
"10835",44,"2015-02-22",1.75,4341.33,255.58,1244.41,14.17,2827.17,2827.17,0,0,"organic",2015,"Philadelphia"
"16063",49,"2017-01-22",1.19,5887.98,221.91,12.1,0,5653.97,3727.78,1926.19,0,"organic",2017,"MiamiFtLauderdale"
"4607",30,"2016-05-29",1.4,117486.96,1336.42,68421.33,1567.32,46161.89,29242.9,16522.32,396.67,"conventional",2016,"Pittsburgh"
"16876",14,"2017-09-24",1.89,7344.32,2672.33,3111.54,0,1560.45,1557.12,3.33,0,"organic",2017,"Sacramento"
"10211",44,"2015-02-22",1.77,1863.24,955.93,49.18,4.8,853.33,853.33,0,0,"organic",2015,"Jacksonville"
"10888",45,"2015-02-15",1.66,10159.47,7842.64,1205.1,0,1111.73,1096.68,15.05,0,"organic",2015,"PhoenixTucson"
"8705",10,"2018-01-14",0.95,1316347.07,548774.22,292561.6,6066.33,468944.92,355573.55,113294.7,76.67,"conventional",2018,"Houston"
"14818",23,"2017-07-23",1.85,17588.07,609.88,7547.2,0,9430.99,4594.8,4836.19,0,"organic",2017,"Atlanta"
"14149",31,"2016-05-22",2.34,30292.77,1453.65,27106.36,0,1732.76,1722.76,10,0,"organic",2016,"SanFrancisco"
"9292",9,"2015-10-25",1.95,1106.41,14.34,690.76,3.91,397.4,220,177.4,0,"organic",2015,"Boise"
"3647",6,"2016-11-13",1.42,197920.72,39007.12,92584.51,127.17,66201.92,65222.61,972.64,6.67,"conventional",2016,"HarrisburgScranton"
"14034",20,"2016-08-07",2.2,7923.11,1615.94,5967.25,0,339.92,316.59,23.33,0,"organic",2016,"Sacramento"
"4792",7,"2016-11-06",1.39,169723.23,73480.37,43301.88,6292.12,46648.86,46648.86,0,0,"conventional",2016,"RichmondNorfolk"
"5561",48,"2016-01-24",0.78,6118107.22,1121790.63,2113196.92,121729.44,2761390.23,1345680.31,1407886.07,7823.85,"conventional",2016,"West"
"11058",7,"2015-11-08",1.75,4292.52,74.28,2037.97,655.73,1524.54,1357.91,166.63,0,"organic",2015,"RaleighGreensboro"
"2764",7,"2015-11-08",0.76,661405.9,445281.03,123745.68,11968,80411.19,79009.15,1402.04,0,"conventional",2015,"WestTexNewMexico"
"17313",27,"2017-06-25",1.54,8241.57,67.64,1553.87,5.26,6614.8,3648.95,2965.85,0,"organic",2017,"StLouis"
"2266",29,"2015-06-07",1.27,494855.95,194535.45,207213.71,14325.27,78781.52,78760.94,8.9,11.68,"conventional",2015,"Seattle"
"17363",24,"2017-07-16",1.35,5140.46,0,165.11,0,4975.35,3013.25,1962.1,0,"organic",2017,"Syracuse"
"15952",44,"2017-02-26",1.05,143520.74,12328.78,30665.47,3.2,100523.29,87365.6,13157.69,0,"organic",2017,"LosAngeles"
"2417",24,"2015-07-12",1.17,2748745.96,1578243.11,467848.98,72897.71,629756.16,501415.01,127742.54,598.61,"conventional",2015,"Southeast"
"728",51,"2015-01-04",1.01,369694.27,121634.27,117865.11,74062.76,56132.13,46679.86,1060.51,8391.76,"conventional",2015,"Detroit"
"3752",7,"2016-11-06",1.12,782911.25,430098.78,168814.95,2921.98,181075.54,78827.53,102248.01,0,"conventional",2016,"Houston"
"3687",46,"2016-02-07",1.1,310166.32,42668.36,186545.28,334.31,80618.37,78497.61,2120.76,0,"conventional",2016,"HarrisburgScranton"
"341",28,"2015-06-14",0.97,6741662.31,4075881.34,1771908.98,210670.82,683201.17,657421.42,22961.19,2818.56,"conventional",2015,"California"
"6129",35,"2017-04-30",1.1,242716.93,11133.59,89607.64,1158.27,140817.43,30877.63,109897.14,42.66,"conventional",2017,"CincinnatiDayton"
"6405",46,"2017-02-12",1.13,176589.86,1277.43,107963.46,8309.17,59039.8,49076.31,6314.58,3648.91,"conventional",2017,"GrandRapids"
"10279",8,"2015-11-01",1.36,52815.97,13987.25,20741.07,0,18087.65,17485.6,602.05,0,"organic",2015,"LosAngeles"
"5747",24,"2017-07-16",1.48,670476.49,64407.19,415327.9,5640.71,185100.69,177112.27,886.2,7102.22,"conventional",2017,"BaltimoreWashington"
"7295",35,"2017-04-30",1.24,479827.89,312135.12,64372.82,47.64,103272.31,53232.75,50039.56,0,"conventional",2017,"Orlando"
"10726",39,"2015-03-29",1.9,6433.37,24.76,569.59,0,5839.02,5839.02,0,0,"organic",2015,"NorthernNewEngland"
"17717",7,"2018-02-04",1.69,11196.3,628.58,4438.31,0,6129.41,4339.23,1790.18,0,"organic",2018,"CincinnatiDayton"
"3303",26,"2016-06-26",0.92,280229.89,4553.86,161667.16,9805.14,104203.73,24577.2,75549.11,4077.42,"conventional",2016,"CincinnatiDayton"
"7988",39,"2017-04-02",1.38,366510.61,141146.65,73888.66,2180.22,149295.08,122294.03,24716.05,2285,"conventional",2017,"SouthCarolina"
"3850",1,"2016-12-18",0.84,162502.3,49886.69,27329.12,104.17,85182.32,26270.21,58844.05,68.06,"conventional",2016,"Jacksonville"
"7303",43,"2017-03-05",1.55,270877.61,159001.85,39733.35,36.19,72106.22,41112.34,30993.88,0,"conventional",2017,"Orlando"
"1591",30,"2015-05-31",1.2,413699.46,2523.96,313153.31,61.25,97960.94,97960.94,0,0,"conventional",2015,"NorthernNewEngland"
"17771",1,"2018-03-18",1.33,9211.25,4.48,1362.75,0,7844.02,7815.81,28.21,0,"organic",2018,"GrandRapids"
"12510",4,"2016-11-27",1.34,21312.8,5730.92,120.37,0,15461.51,15328.42,133.09,0,"organic",2016,"DallasFtWorth"
"8889",2,"2018-03-11",1.23,134625.32,40798.11,15527.17,1089.04,77211,48023.13,29181.2,6.67,"conventional",2018,"Pittsburgh"
"2523",26,"2015-06-28",1.17,217234.17,107631.08,40137.34,54.82,69410.93,69371.63,39.3,0,"conventional",2015,"StLouis"
"16367",35,"2017-04-30",1.62,14208.82,97.08,229.93,0,13881.81,13881.81,0,0,"organic",2017,"NorthernNewEngland"
"5344",39,"2016-03-27",0.97,156454.78,49442.37,10038.61,21.47,96952.33,76482.71,20432.74,36.88,"conventional",2016,"StLouis"
"1315",14,"2015-09-20",1.13,2447264.74,555127.12,1122683.82,208537.92,560915.88,479718.29,76793.78,4403.81,"conventional",2015,"Midsouth"
"7022",27,"2017-06-25",0.9,287217.67,114569.65,47014.32,60.26,125573.44,105149.34,18681.51,1742.59,"conventional",2017,"Nashville"
"11324",13,"2015-09-27",2.74,11798.62,1220.59,10523.68,0,54.35,54.35,0,0,"organic",2015,"SanFrancisco"
"10724",37,"2015-04-12",1.87,7094.98,46.16,444.69,0,6604.13,6604.13,0,0,"organic",2015,"NorthernNewEngland"
"17620",6,"2018-02-11",1.55,14843.93,384.86,3957.78,0,10501.29,7478.35,3022.94,0,"organic",2018,"Atlanta"
"14608",22,"2016-07-24",1.65,919489.84,159151.31,343780.56,8612.44,407945.53,329530.26,78415.27,0,"organic",2016,"TotalUS"
"8251",37,"2017-04-16",1.6,75156.9,2160.01,40347.49,18.69,32630.71,29196.51,3434.2,0,"conventional",2017,"Syracuse"
"2443",50,"2015-01-11",1.18,2433295.61,1667012.92,269027.02,21918.53,475337.14,260164,215173.14,0,"conventional",2015,"Southeast"
"16220",47,"2017-02-05",1.35,3381.82,326.31,6.26,0,3049.25,1874.51,1174.74,0,"organic",2017,"NewOrleansMobile"
"3857",8,"2016-10-30",1.41,115122.47,38168.39,20158.77,206.84,56588.47,13461.45,43127.02,0,"conventional",2016,"Jacksonville"
"3231",6,"2016-11-13",1.82,436710.91,34384.62,265006.85,73021.81,64297.63,63465.65,593.89,238.09,"conventional",2016,"Chicago"
"4203",42,"2016-03-06",0.97,159755.26,87362.97,20762.36,5969.9,45660.03,29901.71,15758.32,0,"conventional",2016,"Nashville"
"5199",50,"2016-01-10",0.84,5647635.02,2683172.73,1900834.74,263562.26,800065.29,656702.11,140938.24,2424.94,"conventional",2016,"SouthCentral"
"12395",45,"2016-02-14",1.58,28656.64,751.06,25968.76,0,1936.82,1936.82,0,0,"organic",2016,"Chicago"
"11159",4,"2015-11-29",1.61,3158.95,95.84,2175.66,0,887.45,390,497.45,0,"organic",2015,"Roanoke"
"18183",5,"2018-02-18",1.76,7007.39,1253.21,756.65,3.53,4994,2970,2024,0,"organic",2018,"StLouis"
"5173",24,"2016-07-10",0.91,5646460.01,3069816.49,1012709.72,189691.87,1374241.93,1233354.94,92635.95,48251.04,"conventional",2016,"SouthCentral"
"10311",40,"2015-03-22",1.25,41439.59,22334.06,12861.93,0,6243.6,6243.6,0,0,"organic",2015,"LosAngeles"
"1035",46,"2015-02-08",0.98,158792.02,7650.86,109166.71,8455.43,33519.02,18968.55,12562.27,1988.2,"conventional",2015,"Indianapolis"
"6060",19,"2017-08-20",1.88,674811.14,91477.74,349704,140354.25,93275.15,79635.38,9073.11,4566.66,"conventional",2017,"Chicago"
"2562",13,"2015-09-27",1.16,54194.93,925.8,43139.43,19.65,10110.05,9981.16,128.89,0,"conventional",2015,"Syracuse"
"8368",48,"2017-01-29",0.96,39373579.25,14034075.77,11683464.54,818727.02,12837311.92,9918255.52,2799960.74,119095.66,"conventional",2017,"TotalUS"
"6410",51,"2017-01-08",1.26,174079.23,1225.77,102134.85,3082.6,67636.01,60761.6,6851.61,22.8,"conventional",2017,"GrandRapids"
"5480",19,"2016-08-14",1.12,34386177.3,12352932.68,10879341.61,749247.02,10404655.99,8479506.83,1813210.6,111938.56,"conventional",2016,"TotalUS"
"13199",17,"2016-08-28",1.36,3603.58,37.94,38.97,0,3526.67,3496.67,30,0,"organic",2016,"MiamiFtLauderdale"
"9921",14,"2015-09-20",1.68,75306.07,8591.69,60724.74,0,5989.64,4811.55,1178.09,0,"organic",2015,"GreatLakes"
"6423",11,"2017-10-15",1.86,2221613.58,446922.8,801194.66,160272.53,813223.59,525270.57,272860.81,15092.21,"conventional",2017,"GreatLakes"
"5005",12,"2016-10-02",1.52,731993.57,196085.62,421421.2,10626.67,103860.08,101544.87,1167.15,1148.06,"conventional",2016,"SanFrancisco"
"14638",0,"2016-12-25",0.91,318683.18,19703.32,48083.12,142,250754.74,58951.54,191803.2,0,"organic",2016,"West"
"857",24,"2015-07-12",1.17,233638.96,42200.05,119798.85,2740.31,68899.75,67025.83,1705.19,168.73,"conventional",2015,"HarrisburgScranton"
"10324",1,"2015-12-20",1.8,924.46,33.57,833.02,0,57.87,13.33,44.54,0,"organic",2015,"Louisville"
"12162",20,"2016-08-07",1.31,9580.49,18.68,535.94,0,9025.87,9025.87,0,0,"organic",2016,"Boston"
"1066",25,"2015-07-05",0.95,211960.25,132207.91,27446,1193.27,51113.07,31922.01,19191.06,0,"conventional",2015,"Jacksonville"
"13225",43,"2016-02-28",1.51,2199.14,845.57,11.64,0,1341.93,1305.26,36.67,0,"organic",2016,"MiamiFtLauderdale"
"6755",25,"2017-07-09",0.99,399827.4,138190.07,54694.89,7591.71,199350.73,75039.55,124311.18,0,"conventional",2017,"LasVegas"
"2134",1,"2015-12-20",0.94,420476.44,130565.46,119298.5,25052.93,145559.55,111019.22,34540.33,0,"conventional",2015,"SanDiego"
"13129",51,"2016-01-03",1.15,60896.62,11697.8,18392.56,0,30806.26,26300.54,4505.72,0,"organic",2016,"LosAngeles"
"16854",45,"2017-02-19",0.94,10024.18,231.37,2672.7,0,7120.11,1894.37,5225.74,0,"organic",2017,"Roanoke"
"14169",51,"2016-01-03",1.93,18894.27,1153.15,17249.32,0,491.8,382.86,108.94,0,"organic",2016,"SanFrancisco"
"119",14,"2015-09-20",1.17,709268.62,39619.87,450283.01,45336.12,174029.62,168889.78,5139.84,0,"conventional",2015,"BaltimoreWashington"
"3978",25,"2016-07-03",0.95,3449361.49,1317678.72,746045.11,107625.85,1278011.81,1147086.62,96717.6,34207.59,"conventional",2016,"LosAngeles"
"4622",45,"2016-02-14",1.14,87228.1,2425.21,52891.65,1332.2,30579.04,19080.09,11498.95,0,"conventional",2016,"Pittsburgh"
"3221",48,"2016-01-24",0.92,207961.33,13436.84,110261.96,30644.07,53618.46,42136.65,11481.81,0,"conventional",2016,"Charlotte"
"7864",21,"2017-08-06",1.62,723557.56,156780.78,472631.33,4524.91,89620.54,85993.75,753.46,2873.33,"conventional",2017,"SanFrancisco"
"16142",22,"2017-07-30",1.5,8654.39,54.78,2881.16,0,5718.45,2457.58,3260.87,0,"organic",2017,"Nashville"
"1375",22,"2015-07-26",1.07,149262.89,85386.58,19400.24,9807.32,34668.75,29923.8,4702.51,42.44,"conventional",2015,"Nashville"
"10746",7,"2015-11-08",1.83,3067.94,1987.03,27.58,0,1053.33,1053.33,0,0,"organic",2015,"Orlando"
"14037",23,"2016-07-17",2.14,7715.38,1596.88,5807.8,0,310.7,310.7,0,0,"organic",2016,"Sacramento"
"9313",30,"2015-05-31",1.54,2693.46,19.2,2374.26,0,300,300,0,0,"organic",2015,"Boise"
"13177",47,"2016-01-31",1.55,1293.69,6.12,781.54,0,506.03,186.67,319.36,0,"organic",2016,"Louisville"
"14573",39,"2016-03-27",1.33,4340.06,1260.59,31.56,0,3047.91,3047.91,0,0,"organic",2016,"Tampa"
"14197",27,"2016-06-19",1.75,40879.73,1015.37,38691.88,35.72,1136.76,332.71,804.05,0,"organic",2016,"Seattle"
"2065",36,"2015-04-19",1.08,144665.27,68391.59,44913.65,146.75,31213.28,30623.78,589.5,0,"conventional",2015,"Roanoke"
"9034",3,"2018-03-04",1.12,5054856.62,2956740.05,410652.92,18500.63,1668963.02,1016239.81,640717.65,12005.56,"conventional",2018,"Southeast"
"1446",41,"2015-03-15",1.09,233696.32,159683.23,11363.11,183.95,62466.03,58352.29,4113.74,0,"conventional",2015,"NewOrleansMobile"
"15409",31,"2017-05-28",1.69,28877.5,25873.17,2438.11,165.37,400.85,303.23,97.62,0,"organic",2017,"Denver"
"14221",51,"2016-01-03",1.58,24767.95,577.02,12634.37,12.01,11544.55,14.83,11529.72,0,"organic",2016,"Seattle"
"8670",11,"2018-01-07",1.11,4123104.83,1112028.17,1238992.5,350648.99,1421435.17,1154910.93,230241.31,36282.93,"conventional",2018,"GreatLakes"
"17348",9,"2017-10-29",1.35,7073.65,78.85,61.04,0,6933.76,6933.76,0,0,"organic",2017,"Syracuse"
"16101",34,"2017-05-07",1.96,111062.12,2964.11,48570.73,1704.61,57822.67,35661.6,22161.07,0,"organic",2017,"Midsouth"
"1335",34,"2015-05-03",1.07,3410467.52,793989.95,1557507.45,364283.54,694686.58,624533.81,68904.63,1248.14,"conventional",2015,"Midsouth"
"4008",3,"2016-12-04",0.83,127200.91,1234.09,60677.07,664.79,64624.96,11670.33,52954.63,0,"conventional",2016,"Louisville"
"5729",6,"2017-11-19",1.45,644740,64122,365922,3724,210972,167489,43483,0,"conventional",2017,"BaltimoreWashington"
"1079",38,"2015-04-05",1.1,146744.37,105691.56,11012.21,848.18,29192.42,16686.17,12506.25,0,"conventional",2015,"Jacksonville"
"9697",50,"2015-01-11",1.68,4193.17,349.17,3226.58,0,617.42,416.25,201.17,0,"organic",2015,"Columbus"
"6743",13,"2017-10-01",1.61,189529.26,58261.77,67847.94,62.85,63356.7,43605.94,19750.76,0,"conventional",2017,"LasVegas"
"16403",18,"2017-08-27",2.3,6882.52,589.98,3095.69,0,3196.85,3196.85,0,0,"organic",2017,"Orlando"
"9468",29,"2015-06-07",1.67,114406.15,49301.79,52704.34,6.16,12393.86,12393.86,0,0,"organic",2015,"California"
"13501",7,"2016-11-06",1.84,12574.7,6.06,335.57,0,12233.07,12233.07,0,0,"organic",2016,"NorthernNewEngland"
"11473",6,"2015-11-15",1.5,57245.86,25332.33,4491.84,2.84,27418.85,27000.42,418.43,0,"organic",2015,"SouthCentral"
"13914",4,"2016-11-27",1.27,6626.94,297.36,1879.28,170.95,4279.35,1538.56,2740.79,0,"organic",2016,"RichmondNorfolk"
"1462",5,"2015-11-22",1.14,1111803.12,15004.7,905344.06,1227.89,190226.47,156660.8,33558.6,7.07,"conventional",2015,"NewYork"
"842",9,"2015-10-25",1.11,183276.68,27595.5,101618.92,185.61,53876.65,52569.78,1306.87,0,"conventional",2015,"HarrisburgScranton"
"4745",12,"2016-10-02",1.36,261886.32,81422.14,79271.53,17415.97,83776.68,79781.02,3059.55,936.11,"conventional",2016,"RaleighGreensboro"
"10402",27,"2015-06-21",1.92,1415.1,1247.43,6.2,0,161.47,161.47,0,0,"organic",2015,"MiamiFtLauderdale"
"13644",46,"2016-02-07",1.86,9387.43,793.09,2576.33,10.97,6007.04,1132.99,4874.05,0,"organic",2016,"Philadelphia"
"1920",47,"2015-02-01",0.98,776237.93,165259.75,535324.57,15903.81,59749.8,48200.04,11547.81,1.95,"conventional",2015,"Portland"
"16681",31,"2017-05-28",1.14,61244.5,2592.01,9302.65,31.96,49317.88,166.04,49151.84,0,"organic",2017,"Portland"
"10489",10,"2015-10-18",1.66,4679.4,660.38,2930.12,0,1088.9,930,158.9,0,"organic",2015,"Nashville"
"17711",1,"2018-03-18",1.31,28721.72,932.06,10505.06,0,17284.6,8746,8538.6,0,"organic",2018,"CincinnatiDayton"
"15320",48,"2017-01-29",1.49,6971.41,801.47,3370.23,0,2799.71,2039.28,760.43,0,"organic",2017,"Columbus"
"17208",28,"2017-06-18",1.77,94314.28,4845.97,38181.12,176.3,51110.89,34664.22,16446.67,0,"organic",2017,"Southeast"
"12950",28,"2016-06-12",1.34,4358.39,183.1,1784.76,0,2390.53,1032.78,1357.75,0,"organic",2016,"Indianapolis"
"14115",49,"2016-01-17",1.46,12118.57,1919.4,5839.47,0,4359.7,710.23,3649.47,0,"organic",2016,"SanDiego"
"13192",10,"2016-10-16",1.52,991.33,9.5,40.72,0,941.11,941.11,0,0,"organic",2016,"MiamiFtLauderdale"
"4786",1,"2016-12-18",1.15,174209.1,64259.62,54299.21,2892.26,52758.01,51586.6,1171.41,0,"conventional",2016,"RichmondNorfolk"
"14866",18,"2017-08-27",1.82,41523.58,4097.95,8674.09,66.86,28684.68,28684.68,0,0,"organic",2017,"BaltimoreWashington"
"7742",5,"2017-11-26",1.45,304942,98689,153842,1205,51206,44903,467,5836,"conventional",2017,"Sacramento"
